Year (year),State Code (state_code),State Name (state_name),District Code (district_code),District Name (district_name),Block Code (block_code),Block Name (block_name),Gram Panchayat Code (gp_code),Gram Panchayat Name (gp_name),Village Code (village_code),Village Name (village_name),Kutcha Wall & Roof Households (hh_kutcha_wall_roof),Kutcha Wall & Roof Households (%) (perct_hh_kutcha_wall_roof),PMAY Houses (pmay_house),PMAY Permanent Waitlist (pmay_permanent_wait_list),State Housing Scheme Houses (any_state_housing_scheme),State Housing Scheme Permanent Waitlist (any_state_housing_permanent_wait_list)
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173308","Keshaoshivani","529436","Waghrul",5,4.76,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173308","Keshaoshivani","529437","Wakad Jahagir",5,2.65,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173321","Pimpalgaon Lendi","529465","Pimpalgaon Lendi",53,17.97,43,12,12,25
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173321","Pimpalgaon Lendi","529466","Shelgaon Raut",45,26.47,9,8,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173335","Sawadad","529394","Sawadad",3,0.48,3,3,3,3
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173314","Maharkhed","529484","Maharkhed",67,23.76,18,74,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173314","Maharkhed","529485","Tandulwadi",25,60.98,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173329","Ratali","529392","Ratali",25,8.65,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173295","Dhorvi","529423","Dhorvi",4,1.4,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173294","Dhanora","529455","Butta",90,46.88,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173294","Dhanora","529457","Dhanora",176,59.46,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173294","Dhanora","529488","Nimkhed",20,51.28,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173283","Balsamudra","529418","Balsamudra",205,63.27,10,23,50,19
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173283","Balsamudra","529419","Shivni Kankal",0,0,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173315","Malkapurpangra","529427","Malkapur Pangra",35,2.71,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173281","Ambewadi","529421","Ambewadi",20,10,2,2,2,2
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173280","Adgaon Raja","529473","Adgaon Raja",100,18.12,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173326","Pophal Shivani","529422","Pophal Shivani",80,16,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173345","Tandulwadi","529406","Tandulwadi",80,26.67,2,10,56,33
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173324","Pimpalkhuta","529463","Pimpalkhuta",20,8,3,20,5,3
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173324","Pimpalkhuta","529480","Ugala",15,10.71,3,9,4,9
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173351","Waghajai","529461","Waghjai",130,66.67,32,23,23,23
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173352","Waghora","529496","Waghora",30,13.04,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173322","Pimpalgaon Sonara","529403","Pimpalgaon Sonara",20,5,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173319","Palaskhed Chakka","529464","Palaskhed Chakka",25,6.25,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173347","Umrad","529469","Sarkhed",0,0,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173347","Umrad","529470","Umrad",130,22.69,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173298","Gunj","529395","Gunj Matha",1,100,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173298","Gunj","529396","Gunj",170,40.28,1,1,1,1
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173298","Gunj","529399","Ekamba",1,100,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173298","Gunj","529400","Sawangi Bhagat",15,17.65,1,1,1,1
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173323","Pimpalgaon Kuda","529446","Pimpalgaon Kunda",6,3.03,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173320","Pangari Ugale","529468","Pangri Ugale",50,16.67,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173320","Pangari Ugale","529471","Jaypur",100,33.33,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173337","Shendurjan","529416","Shendurjan",25,2.53,1,12,14,11
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173337","Shendurjan","529417","Ramnagar (N.V.)",5,3.6,1,8,12,23
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173292","Dewkhed","529447","Linga",150,78.95,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173292","Dewkhed","529448","Dewkhed",200,60.42,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173344","Tadshivani","529445","Tadshivani",137,35.22,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173336","Sayala","529411","Sayala",10,3.44,10,10,10,10
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173316","Mohadi","529393","Mohadi",50,14.75,5,8,5,5
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173296","Dusirbid","529442","Dusarbid",1000,54.05,20,2,2,5
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173301","Hiwarkhed","529439","Hiwarkhed",2,0.29,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173311","Kingaon Raja","529467","Kingaon Raja",300,27,35,23,17,23
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173290","Dawargaon","529503","Dawargaon",43,21.5,13,12,12,12
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173303","Jagdari","529420","Jagdari",10,3.89,10,1,1,1
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173330","Rumhana","529451","Rumhana",6,2,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173330","Rumhana","529452","Tandulwadi",2,6.9,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173288","Daregaon","529405","Nagzari",20,10,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173288","Daregaon","529489","Daregaon",0,0,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173286","Changefal","529453","Changefal",31,4.49,2,3,2,12
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173286","Changefal","529458","Borakhedi Bk.",150,69.44,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173285","Bhosa","529500","Shelu",0,0,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173285","Bhosa","529501","Bhosa",2,1.08,5,5,5,2
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173350","Wadali","529474","Wadali",130,52.42,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173297","Garkhed","529475","Garkhed",195,87.44,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173297","Garkhed","529476","Shirner",0,0,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173291","Deulgaon Kol","529432","Deulgaon Kol",60,9.16,0,8,8,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173354","Warudi","529397","Warudi",50,10.85,1,1,1,1
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173354","Warudi","529398","Shevaga Jahagir",30,61.22,12,12,1,1
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173289","Dattapur","529494","Dattapur",285,94.68,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173339","Shivani Taka","529487","Shivni Taka",127,22.13,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173327","Raheri Bk","529444","Raheri Bk.",25,3.9,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173287","Chincholi Jahagir","529499","Chincholi Jahagir",23,6.74,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173293","Dhandarwadi","529502","Dhandarwadi",42,14.38,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","237254","Goregaon","529407","Goregaon",105,32.31,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173342","Sulajgaon","529497","Sulajgaon",20,6.54,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173342","Sulajgaon","529498","Pimparkhed Kh.",0,0,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173313","Kumbefal","529433","Kumbefal",3,0.82,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173340","Sonoshi","529478","Sonoshi",100,13.51,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173302","Hiwaragadling","529414","Hiwara Gudling",22,7.33,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173349","Vizora","529440","Raheri Kh.",55,33.33,12,32,18,12
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173349","Vizora","529460","Vizora",200,100,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173346","Umangaon","529408","Umangaon",70,48.28,1,1,1,1
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173282","Anchali","529492","Anchali",65,16.25,10,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173300","Waghala","529413","Waghala",3,0.6,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173343","Tadhegaon","529441","Tadhegaon",2,0.57,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173332","Sawkhed Tejan","529481","Sawkhed Tejan",8,1.14,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173331","Sakharkherda","529401","Sakharkherda",200,4,50,50,60,50
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173307","Kandari","529431","Kandari",60,41.38,1,11,1,1
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173284","Bhandari","529430","Bhandari",48,22.12,10,10,10,10
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173333","Sathegaon","529459","Sathegaon",70,18.67,15,12,15,12
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","237256","Hanwathkhed","529482","Hanwatkhed",26,9.29,12,9,9,12
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173318","Nimgaon Wayal","529438","Nimgaon Wayal",100,25,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173353","Wardadi Bk","529477","Borkhedi Kh.",1,100,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173353","Wardadi Bk","529479","Wardadi Bk.",250,37.43,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173341","Soyandeo","529450","Soyandeo",50,13.16,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173341","Soyandeo","529454","Khairkhed",50,32.05,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173355","Zotinga","529428","Zotinga",100,16.69,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173355","Zotinga","529429","Agefal",70,36.46,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173312","Konati","529434","Konati",10,5.78,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173306","Jaulka","529443","Jaulka",36,12.04,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173304","Jalgaon","529462","Jalgaon",55,2.29,12,23,12,35
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173328","Rajegaon","529412","Rajegaon",10,2.24,10,10,10,10
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173338","Shindi","529402","Shindi",10,1.7,1,1,12,12
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","173305","Jambhora","529449","Jambhora",120,18.63,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","237255","Linga","529409","Pangri Kate",9,4.86,2,2,2,2
"2020","27","Maharashtra","472","Buldhana","4351","Sindkhedraja","237255","Linga","529410","Linga",45,30.41,12,12,12,1
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172560","Yelgaon","529270","Yelgaon",603,46.1,0,41,138,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172503","Chautha","529248","Chautha",1,0.17,136,8,45,1
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172539","Palskhed Nago","529240","Palaskhed Naik",75,37.5,4,47,38,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172539","Palskhed Nago","529241","Palaskhed Nago",25,55.56,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172525","Khupgaon","529274","Khupgaon",200,68.49,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172516","Girda","529235","Gondhankhed",25,34.72,6,27,7,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172516","Girda","529236","Ijalapur",65,43.33,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172516","Girda","529237","Girda",75,34.88,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172516","Girda","529238","Melkhed",14,93.33,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172513","Dongarkhandala","529277","Dongar Khandala",100,8.73,7,544,195,105
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172532","Malwandi","529296","Malwandi",355,78.89,2,0,9,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172530","Mhasla Bk","529317","Mhasla Kh.",83,34.3,6,83,6,16
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172530","Mhasla Bk","529318","Mhasla Bk.",168,28.57,12,168,21,43
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172530","Mhasla Bk","529323","Bodegaon",106,34.3,6,106,6,6
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172498","Bhadola","529266","Bhadola",50,3.85,16,7,0,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172517","Gummi","529232","Gummi",320,50.79,35,59,20,30
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172556","Tradkhed","529231","Taradkhed",200,35.78,30,300,5,4
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172515","Ghatnandra","529307","Nandraghat",200,73.53,10,18,0,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172515","Ghatnandra","529308","Dasalwadi",180,69.23,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172555","Tandulwadi","529251","Tandulwadi",191,38.9,11,29,6,93
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172555","Tandulwadi","529252","Ismailpur",78,78,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172549","Satgaon Mha","529319","Satgaon Mahsala",400,49.32,1,400,25,48
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172558","Warud","529303","Warud",78,16.7,5,350,18,425
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172520","Irla","529326","Irala",150,65.5,1,8,33,150
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172511","Dhamangaon","529302","Dhamangaon",75,13.97,100,0,0,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172538","Palskhed Bhat","529287","Palaskhed Bhat",10,3.86,8,6,5,15
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172504","Dahid Bk","529247","Dahid Bk.",200,30.21,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172553","Sindkhed","529285","Shindkhed",60,22.3,2,2,0,50
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172544","Ruikhed Maimba","529314","Mohoj",20,11.43,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172544","Ruikhed Maimba","529316","Ruikhed",130,23.51,300,260,260,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172545","Sagwan","529255","Jambharun",508,42.33,4,508,304,30
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172545","Sagwan","529257","Sagwan",508,10.85,4,508,304,38
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172545","Sagwan","529258","Buldana (Rural)",0,0,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172518","Hatedi Bk","529254","Hatedi Bk.",100,13.5,2,0,0,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172518","Hatedi Bk","529294","Awalkhed",15,37.5,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172547","Sakhli Kh","529278","Sakhali Kh.",50,16.34,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172501","Candol","529324","Dhangarpur",5,4,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172501","Candol","529325","Chandol",500,24.27,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172510","Dhalsavngi","529305","Dalsawangi",300,42.19,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172552","Sirpur","529281","Shirpur",709,50.39,10,468,0,75
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172536","Nandrakoli","529268","Nandrakoli",497,52.1,150,497,0,88
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172521","Jamb","529322","Jamb",170,27.87,0,0,170,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172514","Dudha","529297","Dudha",173,28.83,5,5,25,10
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172540","Pimpalgaon S","529286","Pimpalgaon Sarai",756,67.92,145,307,86,140
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172526","Kolwad","529256","Kolwad",460,43.23,15,23,20,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172551","Sawali","529313","Sawali",100,29.76,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172527","Kulmkhed","529320","Kulamkhed",125,45.79,25,14,16,16
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172531","Malwihir","529267","Malvihir",200,14.65,30,195,0,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172534","Matla","529283","Umarkhed",30,60,2,5,0,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172534","Matla","529284","Matala",282,88.4,40,1,140,200
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172506","Datpur","529242","Dattapur",100,50,0,100,0,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172506","Datpur","529243","Afjalpur",20,35.09,0,20,0,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172497","Bhadgaon","529315","Bhadgaon",67,11.86,69,5,0,2
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172524","Kesapur","529295","Kesapur",160,32.32,35,400,3,400
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172522","Jamthi","529289","Shekapur",30,60,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172522","Jamthi","529298","Jamathi",123,17.57,4,7,5,37
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172502","Chikhla","529293","Chikhala",65,26.86,1,160,0,160
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172500","Borkhed","529261","Borkhed",200,86.96,40,200,30,100
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172500","Borkhed","529262","Tarapur",0,0,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172500","Borkhed","529263","Paldhag",0,0,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172550","Sawla","529259","Sawala",62,38.04,0,40,32,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172550","Sawla","529260","Hanwatkhed",32,54.24,0,22,12,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172550","Sawla","529327","Sundar Khed (Ct)",1800,42.25,0,700,55,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172557","Umala","529246","Umala",13,7.18,0,13,2,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172533","Masarul","529301","Masrul",310,33.19,158,310,10,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172512","Domarul","529309","Domrul",200,54.35,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172512","Domarul","529310","Takli",100,59.88,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172528","Kunbelfal","529311","Kumbhefal",74,18.14,2,3,0,74
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172554","Soyegaon","529299","Pangarkhed",20,15.63,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172554","Soyegaon","529300","Soyagaon",54,23.68,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172495","Ajispur","529269","Ajispur",50,20.83,0,210,12,10
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172548","Sao","529271","Sao",150,23.08,0,300,24,200
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172548","Sao","529280","Antriteli",30,38.46,0,60,16,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172499","Birsingpur","529244","Birsingpur",110,31.61,0,110,0,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172529","Madh","529234","Madh",30,6.59,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172535","Mondhala","529321","Mondhala",160,41.56,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172508","Deulghat","529245","Deulghat",1200,40.82,15,26,0,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172505","Dahid Kh","529290","Atakal",100,38.46,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172505","Dahid Kh","529291","Dahid Kh.",130,68.42,2,3,6,28
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172496","Ambhoda","529249","Zari",15,13.89,0,0,80,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172496","Ambhoda","529250","Ambhoda",450,69.23,200,90,0,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172507","Deopur","529292","Deepur",150,30,0,2,5,40
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172519","Hatedi Kh","529253","Hatedi Kh.",62,21.31,5,0,50,80
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172542","Raipur","529288","Raipur",50,2.29,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172509","Dhad","529304","Dhad",47,1.4,7,6,490,80
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172509","Dhad","529306","Borkhed",20,6.01,0,0,24,3
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172509","Dhad","529312","Kardi",25,4.47,0,0,40,50
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172546","Sakhli Bk","529279","Sakhali Bk.",715,49.93,0,3,0,43
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172523","Januna","529233","Januna",50,12.5,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172559","Warwand","529230","Devhari",25,100,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172559","Warwand","529264","Gondhankhed",20,76.92,0,0,6,7
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172559","Warwand","529265","Pimparkhed",0,0,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172559","Warwand","529276","Warwand",100,11.99,7,0,0,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172537","Padali","529239","Padli",200,28.57,3,210,6,80
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172541","Pangri","529282","Pangri Pr.Deulghat",150,12.5,150,40,50,30
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172543","Ruikhed Tekale","529272","Pokhari",140,47.46,50,30,0,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172543","Ruikhed Tekale","529273","Ruikhed",165,27.09,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4339","Buldana","172543","Ruikhed Tekale","529275","Kherdi",42,29.58,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4340","Chikhli","172606","Khairav","529201","Khairav",65,13.03,15,0,0,37
"2020","27","Maharashtra","472","Buldhana","4340","Chikhli","172624","Mungsari","529145","Mungasari",80,52.98,30,10,1,10
"2020","27","Maharashtra","472","Buldhana","4340","Chikhli","172566","Andhai","529088","Andhai",22,16.79,5,5,0,0
"2020","27","Maharashtra","472","Buldhana","4340","Chikhli","172566","Andhai","529160","Chandhai",36,46.15,5,30,0,0
"2020","27","Maharashtra","472","Buldhana","4340","Chikhli","172620","Mera Bk","529226","Mera Bk.",900,50,60,50,800,0
"2020","27","Maharashtra","472","Buldhana","4340","Chikhli","172682","Manubai","529229","Manubai",80,8.89,45,59,20,20
"2020","27","Maharashtra","472","Buldhana","4340","Chikhli","172565","Ancharwadi","529220","Ancharwadi",534,89.3,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4340","Chikhli","172565","Ancharwadi","529221","Vasantnagar",52,29.05,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4340","Chikhli","172635","Satgaon Bhusari","529180","Satgaon Bhusari",310,50,260,260,60,160
"2020","27","Maharashtra","472","Buldhana","4340","Chikhli","172678","Gunjala","529227","Gunjala",200,92.17,10,0,0,0
"2020","27","Maharashtra","472","Buldhana","4340","Chikhli","172678","Gunjala","529228","Pimpalwadi",12,9.68,0,0,0,0
"2020","27","Maharashtra","472","Buldhana","4340","Chikhli","172562","Amdapur","529119","Amdapur",1000,28.57,200,2500,150,200
"2020","27","Maharashtra","472","Buldhana","4340","Chikhli","172628","Pandhardeo","529140","Pandhardeo",120,53.81,4,200,0,0
"2020","27","Maharashtra","472","Buldhana","4340","Chikhli","172628","Pandhardeo","529151","Dewadari",22,73.33,2,10,0,0
"2020","27","Maharashtra","472","Buldhana","4340","Chikhli","172590","Dongar Shewali","529086","Dongar Shewali",85,11.05,35,0,0,0
"2020","27","Maharashtra","472","Buldhana","4340","Chikhli","172590","Dongar Shewali","529087","Borala",2,3.28,0,0,0,0
